gene_id	gene_type	gene_name
ENSMUSG00000049532	protein_coding	Sall2
ENSMUSG00000095030	protein_coding	Olfr1513
ENSMUSG00000094140	protein_coding	Olfr1512
ENSMUSG00000063867	protein_coding	Olfr1511
ENSMUSG00000063106	protein_coding	Olfr1510
ENSMUSG00000076758	TR_V_gene	Trav1
ENSMUSG00000035626	protein_coding	Olfr1509
ENSMUSG00000057564	protein_coding	Olfr1508
ENSMUSG00000059887	protein_coding	Olfr1507
ENSMUSG00000076759	TR_V_gene	Trav2
ENSMUSG00000076760	TR_V_gene	Trav3-1
ENSMUSG00000106382	TR_V_pseudogene	Trav4-1
ENSMUSG00000076761	TR_V_gene	Trav5-1
ENSMUSG00000076762	TR_V_gene	Trav6-1
ENSMUSG00000104620	TR_V_gene	Trav7-1
ENSMUSG00000076764	TR_V_gene	Trav6-2
ENSMUSG00000105533	TR_V_gene	Trav7d-2
ENSMUSG00000082819	TR_V_pseudogene	Trav4d-2
ENSMUSG00000096600	TR_V_gene	Trav6d-3
ENSMUSG00000096746	TR_V_gene	Trav7d-3
ENSMUSG00000095387	TR_V_gene	Trav6d-4
ENSMUSG00000094023	TR_V_gene	Trav7d-4
ENSMUSG00000076770	TR_V_gene	Trav8d-1
ENSMUSG00000096478	TR_V_gene	Trav9d-1
ENSMUSG00000095426	TR_V_gene	Trav6d-5
ENSMUSG00000094792	TR_V_gene	Trav10d
ENSMUSG00000094176	TR_V_gene	Trav6d-6
ENSMUSG00000095088	TR_V_gene	Trav11d
ENSMUSG00000105393	TR_V_gene	Trav7d-5
ENSMUSG00000095689	TR_V_gene	Trav12d-1
ENSMUSG00000076778	TR_V_gene	Trav13d-1
ENSMUSG00000095854	TR_V_gene	Trav14d-1
ENSMUSG00000096653	TR_V_gene	Trav15d-1-dv6d-1
ENSMUSG00000106533	TR_V_pseudogene	Trav3d-2
ENSMUSG00000094914	TR_V_gene	Trav9d-2
ENSMUSG00000093939	TR_V_gene	Trav4d-3
ENSMUSG00000104714	TR_V_pseudogene	Trav5d-2
ENSMUSG00000096129	TR_V_gene	Trav12d-2
ENSMUSG00000095495	TR_V_gene	Trav9d-3
ENSMUSG00000105887	TR_V_pseudogene	Trav5d-3
ENSMUSG00000094607	TR_V_gene	Trav12d-3
ENSMUSG00000094758	TR_V_gene	Trav13d-2
ENSMUSG00000095560	TR_V_gene	Trav14d-2
ENSMUSG00000105953	TR_V_gene	Trav15d-2-dv6d-2
ENSMUSG00000093953	TR_V_gene	Trav3d-3
ENSMUSG00000090868	TR_V_gene	Trav9d-4
ENSMUSG00000096505	TR_V_gene	Trav4d-4
ENSMUSG00000096106	TR_V_gene	Trav5d-4
ENSMUSG00000095756	TR_V_gene	Trav6d-7
ENSMUSG00000105721	TR_V_gene	C920008G01Rik
ENSMUSG00000104598	lncRNA	Gm30214
ENSMUSG00000095643	TR_V_gene	Trav13d-3
ENSMUSG00000076795	TR_V_gene	Trav8d-2
ENSMUSG00000076796	TR_V_gene	Trav16d-dv11
ENSMUSG00000096329	TR_V_gene	Trav13d-4
ENSMUSG00000094619	TR_V_gene	Trav14d-3-dv8
ENSMUSG00000106481	TR_V_pseudogene	Trav15d-3
ENSMUSG00000095736	TR_V_gene	Trav7n-4
ENSMUSG00000092251	TR_V_pseudogene	Trav9n-1
ENSMUSG00000076800	TR_V_gene	Trav6n-5
ENSMUSG00000095646	TR_V_gene	Trav10n
ENSMUSG00000076802	TR_V_gene	Trav6n-6
ENSMUSG00000106259	TR_V_pseudogene	Trav11n
ENSMUSG00000105629	TR_V_gene	Trav7n-5
ENSMUSG00000096055	TR_V_gene	Trav12n-1
ENSMUSG00000104629	TR_V_gene	Trav13n-1
ENSMUSG00000096827	TR_V_gene	Trav14n-1
ENSMUSG00000094413	TR_V_gene	Trav15n-1
ENSMUSG00000105070	TR_V_pseudogene	Trav3n-2
ENSMUSG00000093813	TR_V_gene	Trav9n-2
ENSMUSG00000095572	TR_V_gene	Trav4n-3
ENSMUSG00000105956	TR_V_pseudogene	Trav5n-2
ENSMUSG00000096531	TR_V_gene	Trav12n-2
ENSMUSG00000096541	TR_V_gene	Trav9n-3
ENSMUSG00000105467	TR_V_pseudogene	Trav5n-3
ENSMUSG00000093915	TR_V_gene	Trav12n-3
ENSMUSG00000094779	TR_V_gene	Trav13n-2
ENSMUSG00000093801	TR_V_gene	Trav14n-2
ENSMUSG00000104915	TR_V_gene	Trav15n-2
ENSMUSG00000094877	TR_V_gene	Trav3n-3
ENSMUSG00000094231	TR_V_gene	Trav9n-4
ENSMUSG00000093969	TR_V_gene	Trav4n-4
ENSMUSG00000096168	TR_V_gene	Trav5n-4
ENSMUSG00000095370	TR_V_gene	Trav6n-7
ENSMUSG00000105080	TR_V_gene	Trav7n-6
ENSMUSG00000105418	lncRNA	Gm43650
ENSMUSG00000096038	TR_V_gene	Trav13n-3
ENSMUSG00000076821	TR_V_gene	Trav8n-2
ENSMUSG00000076822	TR_V_gene	Trav16n
ENSMUSG00000076823	TR_V_gene	Trav13n-4
ENSMUSG00000076824	TR_V_gene	Trav14n-3
ENSMUSG00000105548	TR_V_pseudogene	Trav15n-3
ENSMUSG00000096417	TR_V_gene	Trav7-2
ENSMUSG00000076826	TR_V_gene	Trav4-2
ENSMUSG00000094220	TR_V_gene	Trav6-3
ENSMUSG00000096908	TR_V_gene	Trav7-3
ENSMUSG00000094468	TR_V_gene	Trav6-4
ENSMUSG00000094766	TR_V_gene	Trav7-4
ENSMUSG00000076831	TR_V_gene	Trav8-1
ENSMUSG00000096900	TR_V_gene	Trav9-1
ENSMUSG00000096149	TR_V_gene	Trav6-5
ENSMUSG00000096551	TR_V_gene	Trav10
ENSMUSG00000095862	TR_V_gene	Trav6-6
ENSMUSG00000096615	TR_V_gene	Trav11
ENSMUSG00000106620	TR_V_gene	Trav7-5
ENSMUSG00000096825	TR_V_gene	Trav12-1
ENSMUSG00000076839	TR_V_gene	Trav13-1
ENSMUSG00000076840	TR_V_gene	Trav14-1
ENSMUSG00000094016	TR_V_gene	Trav15-1-dv6-1
ENSMUSG00000104738	TR_V_pseudogene	Trav3-2
ENSMUSG00000094966	TR_V_gene	Trav9-2
ENSMUSG00000093966	TR_V_gene	Trav4-3
ENSMUSG00000104815	TR_V_pseudogene	Trav5-2
ENSMUSG00000096656	TR_V_gene	Trav12-2
ENSMUSG00000095958	TR_V_gene	Trav12-3
ENSMUSG00000076846	TR_V_gene	Trav13-2
ENSMUSG00000095711	TR_V_gene	Trav14-2
ENSMUSG00000076848	TR_V_gene	Trav15-2-dv6-2
ENSMUSG00000094828	TR_V_gene	Trav3-3
ENSMUSG00000096678	TR_V_gene	Trav9-4
ENSMUSG00000096096	TR_V_gene	Trav4-4-dv10
ENSMUSG00000095607	TR_V_gene	Trav5-4
ENSMUSG00000095126	TR_V_gene	Trav6-7-dv9
ENSMUSG00000096138	TR_V_gene	Trav7-6
ENSMUSG00000082663	TR_V_pseudogene	Trav13-3
ENSMUSG00000085302	TR_V_pseudogene	Trav8-2
ENSMUSG00000076855	TR_V_gene	Trav16
ENSMUSG00000094562	TR_V_gene	Trav13-4-dv7
ENSMUSG00000094212	TR_V_gene	Trav14-3
ENSMUSG00000105090	TR_V_pseudogene	Trav15-3
ENSMUSG00000076858	TR_V_gene	Trav3-4
ENSMUSG00000105380	TR_V_pseudogene	Trav12-4
ENSMUSG00000087666	TR_V_gene	B230359F08Rik
ENSMUSG00000096397	TR_V_gene	Trav17
ENSMUSG00000076861	TR_V_gene	Trav18
ENSMUSG00000076862	TR_V_gene	Trav19
ENSMUSG00000086858	TR_V_pseudogene	Trav20
ENSMUSG00000076863	TR_V_gene	Trav21-dv12
ENSMUSG00000076864	TR_V_gene	Trdv1
ENSMUSG00000105963	lncRNA	Gm43647
ENSMUSG00000104650	TR_V_pseudogene	Trav22
ENSMUSG00000076865	TR_V_gene	Trdv2-1
ENSMUSG00000076866	TR_V_gene	Trdv2-2
ENSMUSG00000106289	TR_V_gene	Trav23
ENSMUSG00000105823	TR_V_pseudogene	Trdv3
ENSMUSG00000104658	lncRNA	Gm30275
ENSMUSG00000076867	TR_V_gene	Trdv4
ENSMUSG00000096749	TR_D_gene	Trdd1
ENSMUSG00000096176	TR_D_gene	Trdd2
ENSMUSG00000076870	TR_J_gene	Trdj1
ENSMUSG00000106112	lncRNA	Gm43434
ENSMUSG00000076871	TR_J_gene	Trdj2
ENSMUSG00000104876	TR_C_gene	Trdc
ENSMUSG00000076873	TR_V_gene	Trdv5
ENSMUSG00000090574	TR_J_pseudogene	Traj61
ENSMUSG00000090782	TR_J_pseudogene	Traj60
ENSMUSG00000076874	TR_J_gene	Traj59
ENSMUSG00000076875	TR_J_gene	Traj58
ENSMUSG00000076876	TR_J_gene	Traj57
ENSMUSG00000076877	TR_J_gene	Traj56
ENSMUSG00000091005	TR_J_pseudogene	Traj55
ENSMUSG00000091326	TR_J_pseudogene	Traj54
ENSMUSG00000076878	TR_J_gene	Traj53
ENSMUSG00000076879	TR_J_gene	Traj52
ENSMUSG00000076880	TR_J_pseudogene	Traj51
ENSMUSG00000076881	TR_J_gene	Traj50
ENSMUSG00000076882	TR_J_gene	Traj49
ENSMUSG00000076883	TR_J_gene	Traj48
ENSMUSG00000105216	TR_J_gene	Traj47
ENSMUSG00000076884	TR_J_gene	Traj46
ENSMUSG00000076885	TR_J_gene	Traj45
ENSMUSG00000076886	TR_J_gene	Traj44
ENSMUSG00000076887	TR_J_gene	Traj43
ENSMUSG00000076888	TR_J_gene	Traj42
ENSMUSG00000076889	TR_J_gene	Traj41
ENSMUSG00000076890	TR_J_gene	Traj40
ENSMUSG00000076891	TR_J_gene	Traj39
ENSMUSG00000076892	TR_J_gene	Traj38
ENSMUSG00000076893	TR_J_gene	Traj37
ENSMUSG00000090494	TR_J_pseudogene	Traj36
ENSMUSG00000076894	TR_J_gene	Traj35
ENSMUSG00000076895	TR_J_gene	Traj34
ENSMUSG00000076896	TR_J_gene	Traj33
ENSMUSG00000076897	TR_J_gene	Traj32
ENSMUSG00000076898	TR_J_gene	Traj31
ENSMUSG00000076899	TR_J_gene	Traj30
ENSMUSG00000076900	TR_J_gene	Traj29
ENSMUSG00000076901	TR_J_gene	Traj28
ENSMUSG00000076902	TR_J_gene	Traj27
ENSMUSG00000076903	TR_J_gene	Traj26
ENSMUSG00000076904	TR_J_gene	Traj25
ENSMUSG00000076905	TR_J_gene	Traj24
ENSMUSG00000076906	TR_J_gene	Traj23
ENSMUSG00000076907	TR_J_gene	Traj22
ENSMUSG00000076908	TR_J_gene	Traj21
ENSMUSG00000076909	TR_J_gene	Traj20
ENSMUSG00000076910	TR_J_gene	Traj19
ENSMUSG00000076911	TR_J_gene	Traj18
ENSMUSG00000076912	TR_J_gene	Traj17
ENSMUSG00000076913	TR_J_gene	Traj16
ENSMUSG00000076914	TR_J_gene	Traj15
ENSMUSG00000076915	TR_J_pseudogene	Traj14
ENSMUSG00000076916	TR_J_gene	Traj13
ENSMUSG00000076917	TR_J_gene	Traj12
ENSMUSG00000076918	TR_J_gene	Traj11
ENSMUSG00000076919	TR_J_gene	Traj9
ENSMUSG00000076920	TR_J_pseudogene	Traj8
ENSMUSG00000076921	TR_J_gene	Traj7
ENSMUSG00000076922	TR_J_gene	Traj6
ENSMUSG00000076923	TR_J_gene	Traj5
ENSMUSG00000076924	TR_J_gene	Traj4
ENSMUSG00000076925	TR_J_gene	Traj3
ENSMUSG00000076926	TR_J_gene	Traj2
ENSMUSG00000076927	TR_J_pseudogene	Traj1
ENSMUSG00000076928	TR_C_gene	Trac
ENSMUSG00000022174	protein_coding	Dad1
ENSMUSG00000040997	protein_coding	Abhd4
ENSMUSG00000048153	protein_coding	Olfr49
ENSMUSG00000105703	lncRNA	Gm43305
ENSMUSG00000105501	lncRNA	5330426L24Rik
ENSMUSG00000000959	protein_coding	Oxa1l
ENSMUSG00000000958	protein_coding	Slc7a7
ENSMUSG00000010406	protein_coding	Mrpl52
ENSMUSG00000000957	protein_coding	Mmp14
ENSMUSG00000115767	lncRNA	Gm10366
ENSMUSG00000022175	protein_coding	Lrp10
ENSMUSG00000022176	protein_coding	Rem2
ENSMUSG00000023110	protein_coding	Prmt5
ENSMUSG00000022177	protein_coding	Haus4
ENSMUSG00000022178	protein_coding	Ajuba
ENSMUSG00000022179	protein_coding	4931414P19Rik
ENSMUSG00000022193	protein_coding	Psmb5
ENSMUSG00000072423	protein_coding	Psmb11
ENSMUSG00000059674	protein_coding	Cdh24
ENSMUSG00000091306	protein_coding	Gm17606
ENSMUSG00000022185	protein_coding	Acin1
ENSMUSG00000040840	lncRNA	4930579G18Rik
ENSMUSG00000040822	protein_coding	1700123O20Rik
ENSMUSG00000114865	protein_coding	Gm29776
ENSMUSG00000052435	protein_coding	Cebpe
ENSMUSG00000022180	protein_coding	Slc7a8
ENSMUSG00000112858	protein_coding	Rnf212b
ENSMUSG00000057156	protein_coding	Homez
ENSMUSG00000072494	protein_coding	Ppp1r3e
ENSMUSG00000089682	protein_coding	Bcl2l2
ENSMUSG00000022194	protein_coding	Pabpn1
ENSMUSG00000022199	protein_coding	Slc22a17
ENSMUSG00000022203	protein_coding	Efs
ENSMUSG00000040770	protein_coding	Il25
ENSMUSG00000040759	protein_coding	Cmtm5
ENSMUSG00000115234	lncRNA	Gm49130
ENSMUSG00000040752	protein_coding	Myh6
ENSMUSG00000097652	lncRNA	Mhrt
ENSMUSG00000053093	protein_coding	Myh7
ENSMUSG00000101680	lncRNA	Gm29015
ENSMUSG00000090889	protein_coding	Gm17428
ENSMUSG00000115610	lncRNA	Gm31251
ENSMUSG00000022204	protein_coding	Ngdn
ENSMUSG00000093452	lncRNA	Zfhx2os
ENSMUSG00000040721	protein_coding	Zfhx2
ENSMUSG00000045691	protein_coding	Thtpa
ENSMUSG00000040701	protein_coding	Ap1g2
ENSMUSG00000022208	protein_coding	Jph4
ENSMUSG00000022209	protein_coding	Dhrs2
ENSMUSG00000114987	lncRNA	Gm49022
ENSMUSG00000022210	protein_coding	Dhrs4
ENSMUSG00000022211	protein_coding	Carmil3
ENSMUSG00000022212	protein_coding	Cpne6
ENSMUSG00000040632	protein_coding	Nrl
ENSMUSG00000115778	lncRNA	Gm10876
ENSMUSG00000040618	protein_coding	Pck2
ENSMUSG00000053588	lncRNA	A730061H03Rik
ENSMUSG00000022214	protein_coding	Dcaf11
ENSMUSG00000086341	lncRNA	Gm15932
ENSMUSG00000022215	protein_coding	Fitm1
ENSMUSG00000022216	protein_coding	Psme1
ENSMUSG00000022217	protein_coding	Emc9
ENSMUSG00000079197	protein_coding	Psme2
ENSMUSG00000047098	protein_coding	Rnf31
ENSMUSG00000002325	protein_coding	Irf9
ENSMUSG00000002324	protein_coding	Rec8
ENSMUSG00000002319	protein_coding	Ipo4
ENSMUSG00000002320	protein_coding	Tm9sf1
ENSMUSG00000115222	lncRNA	Gm49747
ENSMUSG00000007591	protein_coding	Tssk4
ENSMUSG00000002329	protein_coding	Mdp1
ENSMUSG00000010376	protein_coding	Nedd8
ENSMUSG00000002326	protein_coding	Gmpr2
ENSMUSG00000007589	protein_coding	Tinf2
ENSMUSG00000115154	lncRNA	Gm49067
ENSMUSG00000022218	protein_coding	Tgm1
ENSMUSG00000040472	protein_coding	Rabggta
ENSMUSG00000002332	protein_coding	Dhrs1
ENSMUSG00000019297	protein_coding	Nop9
ENSMUSG00000022219	protein_coding	Cideb
ENSMUSG00000040432	protein_coding	Ltb4r2
ENSMUSG00000046908	protein_coding	Ltb4r1
ENSMUSG00000022220	protein_coding	Adcy4
ENSMUSG00000022221	protein_coding	Ripk3
ENSMUSG00000023411	protein_coding	Nfatc4
ENSMUSG00000075592	protein_coding	Nynrin
ENSMUSG00000040380	protein_coding	Cbln3
ENSMUSG00000047153	protein_coding	Khnyn
ENSMUSG00000022223	protein_coding	Sdr39u1
ENSMUSG00000114978	lncRNA	Gm48925
ENSMUSG00000022225	protein_coding	Cma1
ENSMUSG00000068289	protein_coding	Cma2
ENSMUSG00000022227	protein_coding	Mcpt1
ENSMUSG00000071361	protein_coding	Mcpt9
ENSMUSG00000022226	protein_coding	Mcpt2
ENSMUSG00000061068	protein_coding	Mcpt4
ENSMUSG00000022157	protein_coding	Mcpt8
ENSMUSG00000040314	protein_coding	Ctsg
ENSMUSG00000022156	protein_coding	Gzme
ENSMUSG00000059256	protein_coding	Gzmd
ENSMUSG00000040284	protein_coding	Gzmg
ENSMUSG00000015443	protein_coding	Gzmn
ENSMUSG00000114303	lncRNA	Gm4022
ENSMUSG00000015441	protein_coding	Gzmf
ENSMUSG00000079186	protein_coding	Gzmc
ENSMUSG00000015437	protein_coding	Gzmb
ENSMUSG00000022229	protein_coding	Atp12a
ENSMUSG00000114345	lncRNA	Gm10873
ENSMUSG00000000365	protein_coding	Rnf17
ENSMUSG00000064128	protein_coding	Cenpj
ENSMUSG00000054509	protein_coding	Parp4
ENSMUSG00000090038	lncRNA	Gm16573
ENSMUSG00000079184	protein_coding	Mphosph8
ENSMUSG00000097743	lncRNA	Gm16973
ENSMUSG00000021938	protein_coding	Pspc1
ENSMUSG00000040123	protein_coding	Zmym5
ENSMUSG00000100017	lncRNA	2410022M11Rik
ENSMUSG00000021945	protein_coding	Zmym2
ENSMUSG00000096144	lncRNA	B020004C17Rik
ENSMUSG00000048582	protein_coding	Gja3
ENSMUSG00000046352	protein_coding	Gjb2
ENSMUSG00000089840	protein_coding	Gm4491
ENSMUSG00000040055	protein_coding	Gjb6
ENSMUSG00000021947	protein_coding	Cryl1
ENSMUSG00000040040	protein_coding	Ift88
ENSMUSG00000086486	lncRNA	Ift88os
ENSMUSG00000050222	protein_coding	Il17d
ENSMUSG00000021951	protein_coding	Eef1akmt1
ENSMUSG00000097933	lncRNA	1700039M10Rik
ENSMUSG00000021952	protein_coding	Xpo4
ENSMUSG00000021959	protein_coding	Lats2
ENSMUSG00000021963	protein_coding	Sap18
ENSMUSG00000021965	protein_coding	Ska3
ENSMUSG00000021967	protein_coding	Mrpl57
ENSMUSG00000021969	protein_coding	Zdhhc20
ENSMUSG00000021973	protein_coding	Micu2
ENSMUSG00000097303	lncRNA	3110083C13Rik
ENSMUSG00000021974	protein_coding	Fgf9
ENSMUSG00000114690	lncRNA	Gm33321
ENSMUSG00000114486	lncRNA	Gm48447
ENSMUSG00000114441	lncRNA	Gm33472
ENSMUSG00000114720	lncRNA	Gm41162
ENSMUSG00000114289	lncRNA	Gm48453
ENSMUSG00000021977	protein_coding	1700129C05Rik
ENSMUSG00000053868	protein_coding	Gm5142
ENSMUSG00000035469	protein_coding	Rcbtb1
ENSMUSG00000044703	protein_coding	Phf11a
ENSMUSG00000091649	protein_coding	Phf11b
ENSMUSG00000068245	protein_coding	Phf11d
ENSMUSG00000091144	protein_coding	Phf11c
ENSMUSG00000071350	protein_coding	Setdb2
ENSMUSG00000021981	protein_coding	Cab39l
ENSMUSG00000021982	protein_coding	Cdadc1
ENSMUSG00000044461	protein_coding	Shisa2
ENSMUSG00000021983	protein_coding	Atp8a2
ENSMUSG00000086112	lncRNA	4930563I02Rik
ENSMUSG00000114797	protein_coding	Gm49336
ENSMUSG00000021987	protein_coding	Mtmr6
ENSMUSG00000021986	protein_coding	Amer2
ENSMUSG00000101797	lncRNA	Gm29266
ENSMUSG00000021990	protein_coding	Spata13
ENSMUSG00000071347	protein_coding	C1qtnf9
ENSMUSG00000084951	lncRNA	Mipepos
ENSMUSG00000021993	protein_coding	Mipep
ENSMUSG00000060548	protein_coding	Tnfrsf19
ENSMUSG00000115627	lncRNA	Gm41168
ENSMUSG00000048279	protein_coding	Sacs
ENSMUSG00000035296	protein_coding	Sgcg
ENSMUSG00000101505	lncRNA	1700109G14Rik
ENSMUSG00000043157	protein_coding	Arl11
ENSMUSG00000021928	protein_coding	Ebpl
ENSMUSG00000021929	protein_coding	Kpna3
ENSMUSG00000115656	lncRNA	4930556J02Rik
ENSMUSG00000021930	protein_coding	Spryd7
ENSMUSG00000035235	protein_coding	Trim13
ENSMUSG00000097589	lncRNA	Dleu2
ENSMUSG00000046168	protein_coding	Kcnrg
ENSMUSG00000098183	lncRNA	Gm27010
ENSMUSG00000098088	lncRNA	Gm26916
ENSMUSG00000097997	lncRNA	Gm27017
ENSMUSG00000115531	lncRNA	Gm35419
ENSMUSG00000098096	lncRNA	Gm26969
ENSMUSG00000048281	protein_coding	Dleu7
ENSMUSG00000021932	protein_coding	Rnaseh2b
ENSMUSG00000021933	protein_coding	Gucy1b2
ENSMUSG00000100486	protein_coding	Gm4131
ENSMUSG00000035184	protein_coding	Fam124a
ENSMUSG00000091155	protein_coding	Serpine3
ENSMUSG00000035161	protein_coding	Ints6
ENSMUSG00000014547	protein_coding	Wdfy2
ENSMUSG00000075574	protein_coding	Defb48
ENSMUSG00000075573	protein_coding	Defb47
ENSMUSG00000075572	protein_coding	Defb43
ENSMUSG00000075571	protein_coding	Defb30
ENSMUSG00000054763	protein_coding	Defb42
ENSMUSG00000021939	protein_coding	Ctsb
ENSMUSG00000021273	protein_coding	Fdft1
ENSMUSG00000035121	protein_coding	Neil2
ENSMUSG00000021944	protein_coding	Gata4
ENSMUSG00000114898	lncRNA	Gm49390
ENSMUSG00000114892	lncRNA	Gm5463
ENSMUSG00000014453	protein_coding	Blk
ENSMUSG00000035095	protein_coding	Fam167a
ENSMUSG00000021953	protein_coding	Tdh
ENSMUSG00000090374	lncRNA	Gm17232
ENSMUSG00000035078	protein_coding	Mtmr9
ENSMUSG00000087652	lncRNA	Gm15918
ENSMUSG00000035067	protein_coding	Xkr6
ENSMUSG00000021958	protein_coding	Pinx1
ENSMUSG00000063060	protein_coding	Sox7
ENSMUSG00000021961	protein_coding	4930578I06Rik
ENSMUSG00000046049	protein_coding	Rp1l1
ENSMUSG00000034623	protein_coding	Prss55
ENSMUSG00000052099	protein_coding	Prss51
ENSMUSG00000091686	lncRNA	4930471C04Rik
ENSMUSG00000021966	protein_coding	Prss52
ENSMUSG00000090785	lncRNA	Gm17116
ENSMUSG00000114284	lncRNA	9630015K15Rik
ENSMUSG00000054733	protein_coding	Msra
ENSMUSG00000114680	lncRNA	Gm47202
ENSMUSG00000097545	lncRNA	Mir124a-1hg
ENSMUSG00000060012	protein_coding	Kif13b
ENSMUSG00000021972	protein_coding	Hmbox1
ENSMUSG00000021975	protein_coding	Ints9
ENSMUSG00000021978	protein_coding	Extl3
ENSMUSG00000114658	lncRNA	Gm30008
ENSMUSG00000114693	lncRNA	Gm41177
ENSMUSG00000007989	protein_coding	Fzd3
ENSMUSG00000034532	protein_coding	Fbxo16
ENSMUSG00000114209	lncRNA	Gm48433
ENSMUSG00000114357	lncRNA	Gm48449
ENSMUSG00000034522	protein_coding	Zfp395
ENSMUSG00000045731	protein_coding	Pnoc
ENSMUSG00000022031	protein_coding	Elp3
ENSMUSG00000061356	protein_coding	Nuggc
ENSMUSG00000022032	protein_coding	Scara5
ENSMUSG00000022033	protein_coding	Pbk
ENSMUSG00000022034	protein_coding	Esco2
ENSMUSG00000022035	protein_coding	Ccdc25
ENSMUSG00000034463	protein_coding	Scara3
ENSMUSG00000022037	protein_coding	Clu
ENSMUSG00000034450	protein_coding	Gulo
ENSMUSG00000022039	protein_coding	Adam2
ENSMUSG00000022040	protein_coding	Ephx2
ENSMUSG00000022041	protein_coding	Chrna2
ENSMUSG00000059456	protein_coding	Ptk2b
ENSMUSG00000085984	lncRNA	1700001G11Rik
ENSMUSG00000022043	protein_coding	Trim35
ENSMUSG00000114618	lncRNA	Gm41183
ENSMUSG00000022044	protein_coding	Stmn4
ENSMUSG00000045875	protein_coding	Adra1a
ENSMUSG00000057913	lncRNA	Gm10032
ENSMUSG00000022048	protein_coding	Dpysl2
ENSMUSG00000075553	lncRNA	Gm5464
ENSMUSG00000046204	protein_coding	Pnma2
ENSMUSG00000022051	protein_coding	Bnip3l
ENSMUSG00000022052	protein_coding	Ppp2r2a
ENSMUSG00000114697	lncRNA	Gm30806
ENSMUSG00000093744	lncRNA	Gm20675
ENSMUSG00000022053	protein_coding	Ebf2
ENSMUSG00000075549	lncRNA	Gm6878
ENSMUSG00000093386	lncRNA	1700120O09Rik
ENSMUSG00000093472	lncRNA	4930438E09Rik
ENSMUSG00000093634	lncRNA	Gm10860
ENSMUSG00000114744	lncRNA	Gm38409
ENSMUSG00000093726	lncRNA	Gm20667
ENSMUSG00000048922	protein_coding	Cdca2
ENSMUSG00000034327	protein_coding	Kctd9
ENSMUSG00000015812	protein_coding	Gnrh1
ENSMUSG00000044447	protein_coding	Dock5
ENSMUSG00000114621	lncRNA	Gm31107
ENSMUSG00000022054	protein_coding	Nefm
ENSMUSG00000022055	protein_coding	Nefl
ENSMUSG00000114925	lncRNA	Gm47212
ENSMUSG00000114396	lncRNA	Gm31227
ENSMUSG00000022056	protein_coding	Adam7
ENSMUSG00000022057	protein_coding	Adamdec1
ENSMUSG00000014725	protein_coding	Adam28
ENSMUSG00000114833	lncRNA	Gm41192
ENSMUSG00000014813	protein_coding	Stc1
ENSMUSG00000092499	lncRNA	1700092C10Rik
ENSMUSG00000044186	protein_coding	Nkx2-6
ENSMUSG00000022061	protein_coding	Nkx3-1
ENSMUSG00000034248	protein_coding	Slc25a37
ENSMUSG00000098248	lncRNA	Gm27222
ENSMUSG00000098255	lncRNA	Gm27223
ENSMUSG00000047977	protein_coding	Synb
ENSMUSG00000097511	lncRNA	Gm16677
ENSMUSG00000095463	protein_coding	Entpd4
ENSMUSG00000098270	lncRNA	Gm27221
ENSMUSG00000093954	protein_coding	Gm16867
ENSMUSG00000099315	lncRNA	Gm27175
ENSMUSG00000098773	protein_coding	Gm27179
ENSMUSG00000098784	lncRNA	Gm27174
ENSMUSG00000022066	protein_coding	Entpd4b
ENSMUSG00000099027	lncRNA	Gm27176
ENSMUSG00000098975	lncRNA	Gm27177
ENSMUSG00000034205	protein_coding	Loxl2
ENSMUSG00000034194	protein_coding	R3hcc1
ENSMUSG00000034190	protein_coding	Chmp7
ENSMUSG00000022074	protein_coding	Tnfrsf10b
ENSMUSG00000022075	protein_coding	Rhobtb2
ENSMUSG00000022085	protein_coding	Pebp4
ENSMUSG00000114446	lncRNA	Gm33524
ENSMUSG00000033730	protein_coding	Egr3
ENSMUSG00000022089	protein_coding	Bin3
ENSMUSG00000033712	protein_coding	Ccar2
ENSMUSG00000044551	protein_coding	9930012K11Rik
ENSMUSG00000022090	protein_coding	Pdlim2
ENSMUSG00000022091	protein_coding	Sorbs3
ENSMUSG00000115186	lncRNA	Gm49417
ENSMUSG00000022092	protein_coding	Ppp3cc
ENSMUSG00000022094	protein_coding	Slc39a14
ENSMUSG00000033644	protein_coding	Piwil2
ENSMUSG00000000776	protein_coding	Polr3d
ENSMUSG00000003469	protein_coding	Phyhip
ENSMUSG00000022098	protein_coding	Bmp1
ENSMUSG00000022097	protein_coding	Sftpc
ENSMUSG00000033595	protein_coding	Lgi3
ENSMUSG00000033589	protein_coding	Reep4
ENSMUSG00000022096	protein_coding	Hr
ENSMUSG00000045211	protein_coding	Nudt18
ENSMUSG00000022095	protein_coding	Fam160b2
ENSMUSG00000022099	protein_coding	Dmtn
ENSMUSG00000022101	protein_coding	Fgf17
ENSMUSG00000047911	protein_coding	Npm2
ENSMUSG00000022100	protein_coding	Xpo7
ENSMUSG00000022102	protein_coding	Dok2
ENSMUSG00000099528	lncRNA	2410012E07Rik
ENSMUSG00000022103	protein_coding	Gfra2
ENSMUSG00000115671	lncRNA	Gm49289
ENSMUSG00000115139	lncRNA	Gm4251
ENSMUSG00000115286	lncRNA	4930429C20Rik
ENSMUSG00000115304	lncRNA	4930434J06Rik
ENSMUSG00000109446	protein_coding	Gm9195
ENSMUSG00000033487	protein_coding	Fndc3a
